journey_id,date,service_type,zone_id,vehicle_id,driver_id,customer_id,scheduled_minutes,actual_minutes,delay_minutes,manual_override,status,revenue_gbp,cost_gbp
J001644,2026-02-09,LastMileDelivery,Z001,V0282,D0125,C01084,42,42,0,0,Completed,17.78,17.52
J001645,2026-02-09,CharterRoute,Z015,V0376,D0164,C00365,83,83,0,0,Completed,66.94,74.57
J001646,2026-02-09,Shuttle,Z020,V0038,D0080,C01326,25,28,3,0,Late,90.01,57.04
J001647,2026-02-09,CharterRoute,Z001,V0075,D0114,C01347,33,33,0,0,Completed,34.15,22.91
J001648,2026-02-09,CharterRoute,Z020,V0066,D0170,C00044,47,52,5,0,Completed,51.5,28.62
J001649,2026-02-09,WarehouseDispatch,Z013,V0024,D0029,C01382,52,52,0,0,Completed,257.21,194.74
J001650,2026-02-09,CharterRoute,Z019,V0100,D0213,C01633,43,44,1,0,Completed,82.27,88.31
J001651,2026-02-09,WarehouseDispatch,Z005,V0112,D0095,C00525,71,71,0,0,Completed,262.8,256.45
J001652,2026-02-09,Shuttle,Z003,V0064,D0015,C00410,46,52,6,0,Completed,33.24,26.27
J001653,2026-02-09,Shuttle,Z017,V0380,D0048,C01799,59,60,1,0,Completed,63.26,54.53
J001654,2026-02-09,Shuttle,Z002,V0161,D0075,C00163,59,64,5,0,Completed,75.93,79.88
J001655,2026-02-09,Shuttle,Z008,V0362,D0175,C00552,37,38,1,0,Completed,91.72,102.13
J001656,2026-02-09,Shuttle,Z014,V0104,D0207,C00016,46,55,9,0,Completed,16.98,9.53
J001657,2026-02-09,CharterRoute,Z032,V0296,D0185,C01593,76,76,0,0,Completed,34.73,23.57
J001658,2026-02-09,LastMileDelivery,Z008,V0330,D0033,C01302,87,90,3,1,Failed,26.41,28.19
J001659,2026-02-09,Shuttle,Z011,V0162,D0129,C00225,78,83,5,0,Completed,56.2,47.63
J001660,2026-02-09,CharterRoute,Z001,V0325,D0224,C01526,24,33,9,0,Completed,78.84,76.44
J001661,2026-02-09,WarehouseDispatch,Z025,V0369,D0085,C00489,55,55,0,0,Completed,292.3,267.05
J001662,2026-02-09,Shuttle,Z014,V0242,D0038,C00853,68,68,0,0,Completed,22.26,23.21
J001663,2026-02-09,LastMileDelivery,Z036,V0249,D0221,C00473,29,37,8,0,Completed,47.27,49.01
J001664,2026-02-09,CharterRoute,Z035,V0006,D0219,C01057,45,49,4,1,Completed,37.73,25.01
J001665,2026-02-09,CharterRoute,Z009,V0312,D0015,C00944,82,87,5,0,Completed,60.34,62.55
J001666,2026-02-09,CharterRoute,Z001,V0224,D0197,C01275,83,86,3,0,Completed,53.09,40.5
J001667,2026-02-09,WarehouseDispatch,Z003,V0262,D0005,C00923,83,88,5,0,Completed,101.96,56.99
J001668,2026-02-09,LastMileDelivery,Z023,V0091,D0051,C00566,56,57,1,0,Completed,21.69,20.58
J001669,2026-02-09,Shuttle,Z015,V0295,D0199,C00661,71,73,2,0,Completed,67.6,74.6
J001670,2026-02-09,WarehouseDispatch,Z026,V0194,D0238,C01689,81,91,10,0,Completed,213.71,191.55
J001671,2026-02-09,Shuttle,Z006,V0320,D0169,C01633,74,84,10,1,Late,54.45,34.51
J001672,2026-02-09,LastMileDelivery,Z033,V0078,D0210,C01335,52,54,2,0,Completed,16.12,9.7
J001673,2026-02-09,CharterRoute,Z017,V0373,D0189,C01412,67,67,0,0,Completed,45.69,29.32
J001674,2026-02-09,Shuttle,Z004,V0176,D0171,C00064,73,73,0,0,Completed,29.71,33.45
J001675,2026-02-09,CharterRoute,Z016,V0319,D0144,C01453,68,76,8,0,Completed,26.52,27.09
J001676,2026-02-09,CharterRoute,Z011,V0243,D0205,C00839,51,51,0,0,Completed,77.75,84.63
J001677,2026-02-09,Shuttle,Z023,V0179,D0032,C00114,65,70,5,0,Completed,14.21,10.48
J001678,2026-02-09,Shuttle,Z002,V0321,D0145,C00616,26,26,0,0,Completed,56.73,63.19
J001679,2026-02-09,LastMileDelivery,Z031,V0359,D0206,C00235,76,76,0,0,Completed,56.89,31.8
J001680,2026-02-09,Shuttle,Z016,V0320,D0202,C01761,72,85,13,0,Failed,82.65,59.34
J001681,2026-02-09,LastMileDelivery,Z035,V0222,D0152,C01812,39,41,2,0,Completed,65.29,60.27
J001682,2026-02-09,LastMileDelivery,Z009,V0046,D0108,C01650,32,32,0,0,Completed,94.37,54.57
J001683,2026-02-09,Shuttle,Z029,V0348,D0225,C00074,33,39,6,0,Completed,57.0,60.22
J001684,2026-02-09,CharterRoute,Z025,V0008,D0142,C00937,24,37,13,1,Completed,55.25,51.59
J001685,2026-02-09,WarehouseDispatch,Z032,V0010,D0232,C01558,66,70,4,0,Completed,65.81,71.85
J001686,2026-02-09,Shuttle,Z032,V0311,D0037,C01596,75,76,1,0,Completed,43.44,48.82
J001687,2026-02-09,Shuttle,Z023,V0311,D0110,C00780,50,66,16,1,Late,54.03,43.15
J001688,2026-02-09,LastMileDelivery,Z016,V0017,D0127,C00772,27,31,4,0,Late,71.81,45.08
J001689,2026-02-09,LastMileDelivery,Z004,V0251,D0206,C00870,21,24,3,0,Completed,48.95,44.62
J001690,2026-02-09,LastMileDelivery,Z017,V0298,D0166,C01161,56,61,5,0,Completed,84.61,57.71
J001691,2026-02-09,Shuttle,Z021,V0124,D0016,C00039,86,87,1,0,Completed,27.92,21.12
J001692,2026-02-09,WarehouseDispatch,Z027,V0258,D0038,C01526,79,88,9,0,Completed,137.61,97.34
J001693,2026-02-09,Shuttle,Z004,V0333,D0181,C00115,68,68,0,0,Completed,77.36,67.44
J001694,2026-02-09,Shuttle,Z034,V0196,D0005,C01979,81,97,16,1,Completed,17.43,11.38
J001695,2026-02-09,Shuttle,Z019,V0384,D0119,C01555,68,71,3,0,Completed,15.41,10.22
J001696,2026-02-09,WarehouseDispatch,Z028,V0158,D0084,C01511,56,59,3,0,Late,137.02,125.92
J001697,2026-02-09,WarehouseDispatch,Z007,V0241,D0102,C01916,30,34,4,0,Completed,211.93,145.9
J001698,2026-02-09,LastMileDelivery,Z001,V0110,D0058,C00458,30,30,0,0,Completed,64.45,60.43
J001699,2026-02-09,CharterRoute,Z024,V0060,D0199,C01559,50,50,0,0,Completed,68.35,63.7
J001700,2026-02-09,Shuttle,Z035,V0337,D0007,C00999,23,25,2,0,Completed,53.2,47.4
J001701,2026-02-09,LastMileDelivery,Z022,V0330,D0076,C00923,87,87,0,0,Completed,77.26,64.7
J001702,2026-02-09,WarehouseDispatch,Z001,V0058,D0213,C01140,61,62,1,0,Completed,127.58,100.44
J001703,2026-02-09,Shuttle,Z030,V0303,D0033,C00753,64,73,9,0,Completed,14.03,15.86
J001704,2026-02-09,WarehouseDispatch,Z018,V0013,D0141,C00212,57,65,8,0,Completed,152.74,145.56
J001705,2026-02-09,CharterRoute,Z018,V0354,D0045,C01199,58,71,13,0,Completed,37.56,38.15
J001706,2026-02-09,LastMileDelivery,Z022,V0048,D0040,C01232,60,64,4,0,Completed,71.26,76.89
J001707,2026-02-09,CharterRoute,Z015,V0347,D0146,C00917,76,76,0,0,Completed,27.93,21.74
J001708,2026-02-09,WarehouseDispatch,Z028,V0068,D0183,C01967,88,88,0,0,Completed,115.18,84.93
J001709,2026-02-09,WarehouseDispatch,Z029,V0023,D0128,C01596,75,81,6,0,Completed,258.76,199.18
J001710,2026-02-09,LastMileDelivery,Z016,V0335,D0073,C01331,24,33,9,0,Completed,38.82,42.45
J001711,2026-02-09,Shuttle,Z010,V0117,D0014,C00555,70,70,0,0,Completed,60.3,45.32
J001712,2026-02-09,Shuttle,Z001,V0325,D0205,C00598,79,85,6,0,Completed,57.7,36.28
J001713,2026-02-09,LastMileDelivery,Z033,V0113,D0186,C00616,23,32,9,1,Late,55.83,62.43
J001714,2026-02-09,Shuttle,Z033,V0377,D0066,C01488,32,32,0,0,Completed,60.29,56.11
J001715,2026-02-09,LastMileDelivery,Z034,V0251,D0216,C01998,32,43,11,0,Completed,31.81,21.55
J001716,2026-02-09,LastMileDelivery,Z032,V0089,D0164,C00495,56,56,0,0,Completed,34.29,33.49
J001717,2026-02-09,WarehouseDispatch,Z022,V0185,D0021,C01666,48,54,6,0,Completed,193.75,122.37
J001718,2026-02-09,LastMileDelivery,Z026,V0137,D0185,C00212,21,26,5,0,Completed,93.47,98.83
J001719,2026-02-09,LastMileDelivery,Z014,V0046,D0102,C00339,25,43,18,1,Late,90.04,62.73
J001720,2026-02-09,LastMileDelivery,Z033,V0346,D0083,C00135,52,62,10,0,Completed,91.9,73.4
J001721,2026-02-09,WarehouseDispatch,Z014,V0398,D0108,C01153,72,77,5,0,Late,218.22,216.54
J001722,2026-02-09,WarehouseDispatch,Z033,V0299,D0225,C00295,53,57,4,0,Completed,233.44,140.29
J001723,2026-02-09,LastMileDelivery,Z019,V0350,D0114,C01805,48,53,5,0,Completed,34.09,22.05
J001724,2026-02-09,CharterRoute,Z033,V0349,D0163,C01469,31,31,0,0,Completed,14.53,8.61
J001725,2026-02-09,Shuttle,Z004,V0027,D0167,C00729,41,42,1,0,Completed,46.2,38.4
J001726,2026-02-09,WarehouseDispatch,Z017,V0201,D0202,C01257,70,70,0,0,Completed,69.22,49.25
J001727,2026-02-09,WarehouseDispatch,Z022,V0331,D0250,C00783,57,58,1,0,Completed,84.95,87.97
J001728,2026-02-09,CharterRoute,Z010,V0356,D0034,C00056,71,71,0,0,Completed,90.51,98.38
J001729,2026-02-09,LastMileDelivery,Z032,V0351,D0068,C00872,45,47,2,0,Completed,73.11,57.31
J001730,2026-02-09,CharterRoute,Z026,V0067,D0168,C01191,88,88,0,0,Completed,62.55,62.59
J001731,2026-02-09,CharterRoute,Z036,V0260,D0076,C00481,79,90,11,0,Completed,73.29,45.27
J001732,2026-02-09,Shuttle,Z025,V0326,D0144,C00677,43,44,1,0,Completed,81.87,57.73
J001733,2026-02-10,WarehouseDispatch,Z026,V0219,D0079,C01851,60,71,11,0,Completed,211.93,225.31
J001734,2026-02-10,CharterRoute,Z010,V0243,D0245,C00688,51,55,4,0,Completed,42.9,31.75
J001735,2026-02-10,LastMileDelivery,Z036,V0308,D0011,C00845,59,64,5,0,Late,33.35,29.97
J001736,2026-02-10,LastMileDelivery,Z020,V0191,D0079,C00358,83,83,0,0,Completed,27.7,30.86
J001737,2026-02-10,Shuttle,Z031,V0020,D0067,C00592,64,65,1,0,Completed,51.63,49.81
J001738,2026-02-10,WarehouseDispatch,Z008,V0318,D0133,C00542,26,28,2,0,Completed,273.66,285.16
J001739,2026-02-10,LastMileDelivery,Z025,V0078,D0191,C01953,43,48,5,0,Completed,31.43,24.72
J001740,2026-02-10,WarehouseDispatch,Z019,V0309,D0233,C00538,56,56,0,0,Late,319.61,350.54
J001741,2026-02-10,LastMileDelivery,Z002,V0255,D0191,C01972,89,91,2,0,Completed,13.02,10.52
J001742,2026-02-10,CharterRoute,Z007,V0053,D0002,C01747,23,30,7,0,Completed,89.42,96.49
J001743,2026-02-10,LastMileDelivery,Z031,V0042,D0157,C01611,51,54,3,0,Late,24.93,17.16
J001744,2026-02-10,WarehouseDispatch,Z005,V0392,D0030,C01763,37,37,0,0,Completed,296.38,290.99
J001745,2026-02-10,CharterRoute,Z024,V0057,D0184,C01563,72,78,6,1,Completed,45.09,49.81
J001746,2026-02-10,CharterRoute,Z011,V0306,D0200,C01958,76,76,0,0,Late,70.15,80.2
J001747,2026-02-10,Shuttle,Z030,V0123,D0211,C01301,65,74,9,0,Completed,34.07,24.66
J001748,2026-02-10,LastMileDelivery,Z014,V0241,D0055,C01581,67,72,5,1,Completed,29.27,24.29
J001749,2026-02-10,Shuttle,Z036,V0026,D0031,C00132,85,92,7,0,Completed,8.69,9.7
J001750,2026-02-10,WarehouseDispatch,Z036,V0198,D0188,C00022,24,34,10,0,Late,176.47,193.98
J001751,2026-02-10,Shuttle,Z003,V0308,D0127,C00483,32,33,1,0,Completed,89.56,77.7
J001752,2026-02-10,Shuttle,Z012,V0275,D0011,C00928,57,62,5,0,Completed,44.32,24.4
J001753,2026-02-10,CharterRoute,Z003,V0395,D0112,C00118,39,40,1,0,Completed,77.91,51.46
J001754,2026-02-10,Shuttle,Z005,V0183,D0224,C01264,28,28,0,0,Late,18.43,18.84
J001755,2026-02-10,WarehouseDispatch,Z007,V0206,D0200,C01733,77,78,1,0,Late,197.12,119.59
J001756,2026-02-10,Shuttle,Z001,V0186,D0021,C01916,35,39,4,0,Completed,65.49,60.29
J001757,2026-02-10,WarehouseDispatch,Z022,V0065,D0099,C00207,80,93,13,1,Completed,95.89,92.4
J001758,2026-02-10,WarehouseDispatch,Z036,V0319,D0125,C01480,41,50,9,0,Completed,283.37,295.45
J001759,2026-02-10,WarehouseDispatch,Z003,V0195,D0230,C00454,69,69,0,0,Completed,91.79,80.5
J001760,2026-02-10,LastMileDelivery,Z016,V0115,D0240,C00069,46,51,5,0,Completed,46.02,38.55
J001761,2026-02-10,LastMileDelivery,Z015,V0117,D0117,C00310,46,54,8,0,Completed,43.1,36.64
J001762,2026-02-10,WarehouseDispatch,Z002,V0053,D0153,C01223,39,40,1,0,Completed,226.92,251.78
J001763,2026-02-10,Shuttle,Z009,V0298,D0029,C01032,23,30,7,1,Failed,23.88,23.81
J001764,2026-02-10,Shuttle,Z030,V0011,D0061,C01988,61,61,0,0,Completed,21.84,12.18
J001765,2026-02-10,CharterRoute,Z028,V0165,D0146,C00897,70,80,10,0,Completed,75.5,82.67
J001766,2026-02-10,LastMileDelivery,Z006,V0337,D0079,C00275,24,24,0,0,Completed,48.12,31.93
J001767,2026-02-10,CharterRoute,Z023,V0378,D0210,C00354,37,37,0,0,Completed,28.32,26.51
J001768,2026-02-10,Shuttle,Z003,V0195,D0105,C00334,76,76,0,0,Completed,16.65,18.52
J001769,2026-02-10,Shuttle,Z003,V0368,D0192,C01954,53,53,0,0,Completed,41.06,36.62
J001770,2026-02-10,LastMileDelivery,Z035,V0059,D0238,C00691,78,84,6,0,Completed,36.62,39.37
J001771,2026-02-10,WarehouseDispatch,Z023,V0309,D0188,C01720,81,84,3,0,Completed,240.9,247.82
J001772,2026-02-10,CharterRoute,Z022,V0165,D0007,C01075,30,30,0,0,Completed,10.68,6.95
J001773,2026-02-10,Shuttle,Z020,V0349,D0156,C01219,87,95,8,1,Completed,81.77,48.67
J001774,2026-02-10,WarehouseDispatch,Z023,V0292,D0023,C00042,76,76,0,0,Completed,147.07,118.39
J001775,2026-02-10,WarehouseDispatch,Z016,V0377,D0216,C01486,58,71,13,0,Completed,188.82,119.9
J001776,2026-02-10,WarehouseDispatch,Z017,V0272,D0055,C00628,60,63,3,0,Completed,269.53,245.65
J001777,2026-02-10,Shuttle,Z015,V0280,D0117,C01563,58,67,9,0,Completed,90.67,65.58
J001778,2026-02-10,Shuttle,Z025,V0254,D0138,C01056,61,64,3,0,Late,94.42,56.05
J001779,2026-02-10,LastMileDelivery,Z019,V0342,D0062,C00243,89,89,0,0,Completed,28.7,18.91
J001780,2026-02-10,WarehouseDispatch,Z033,V0047,D0057,C01456,62,66,4,0,Completed,183.78,155.76
J001781,2026-02-10,CharterRoute,Z005,V0021,D0132,C00670,84,93,9,1,Late,64.42,43.28
J001782,2026-02-10,LastMileDelivery,Z012,V0175,D0085,C01869,85,93,8,0,Completed,39.25,41.57
J001783,2026-02-10,WarehouseDispatch,Z012,V0071,D0097,C00882,84,90,6,0,Completed,318.65,216.45
J001784,2026-02-10,CharterRoute,Z015,V0038,D0201,C00561,42,42,0,0,Completed,31.18,35.16
J001785,2026-02-10,CharterRoute,Z005,V0294,D0041,C00141,61,65,4,0,Completed,92.92,69.18
J001786,2026-02-10,LastMileDelivery,Z031,V0369,D0010,C00502,53,58,5,0,Late,55.57,55.38
J001787,2026-02-10,WarehouseDispatch,Z025,V0160,D0127,C01762,22,22,0,0,Completed,198.01,206.6
J001788,2026-02-10,Shuttle,Z007,V0122,D0199,C00969,62,62,0,0,Completed,58.07,46.48
J001789,2026-02-10,LastMileDelivery,Z010,V0051,D0249,C01611,82,84,2,0,Completed,41.55,24.98
J001790,2026-02-10,LastMileDelivery,Z028,V0305,D0243,C00164,21,23,2,0,Completed,73.26,83.17
J001791,2026-02-10,LastMileDelivery,Z017,V0384,D0217,C00077,73,81,8,0,Late,24.53,16.11
J001792,2026-02-10,CharterRoute,Z026,V0191,D0178,C00285,56,60,4,0,Completed,66.36,45.29
J001793,2026-02-10,WarehouseDispatch,Z005,V0377,D0151,C01835,75,86,11,1,Completed,90.83,65.84
J001794,2026-02-10,Shuttle,Z022,V0095,D0053,C00525,72,72,0,0,Completed,9.21,8.36
J001795,2026-02-10,WarehouseDispatch,Z026,V0350,D0168,C01792,74,76,2,0,Completed,257.94,245.83
J001796,2026-02-10,LastMileDelivery,Z023,V0399,D0244,C01999,89,94,5,0,Late,73.0,52.39
J001797,2026-02-10,CharterRoute,Z006,V0272,D0213,C01131,65,65,0,0,Completed,46.18,30.98
J001798,2026-02-10,CharterRoute,Z005,V0246,D0010,C01628,75,75,0,0,Completed,70.47,52.5
J001799,2026-02-10,LastMileDelivery,Z006,V0030,D0092,C00167,34,34,0,0,Completed,22.85,16.89
J001800,2026-02-10,CharterRoute,Z001,V0126,D0201,C00922,72,73,1,0,Completed,8.19,8.48
J001801,2026-02-10,WarehouseDispatch,Z030,V0266,D0084,C00554,64,64,0,0,Completed,265.69,233.78
J001802,2026-02-10,CharterRoute,Z004,V0240,D0146,C01428,55,55,0,0,Completed,88.86,90.28
J001803,2026-02-10,WarehouseDispatch,Z030,V0118,D0088,C01029,48,55,7,0,Completed,247.03,153.16
J001804,2026-02-10,WarehouseDispatch,Z032,V0382,D0079,C00565,56,57,1,0,Completed,177.01,106.61
J001805,2026-02-10,CharterRoute,Z033,V0078,D0036,C01194,55,55,0,0,Completed,70.66,58.07
J001806,2026-02-10,LastMileDelivery,Z005,V0108,D0183,C01966,58,59,1,0,Late,41.54,47.06
J001807,2026-02-10,WarehouseDispatch,Z008,V0096,D0190,C01704,82,85,3,0,Completed,297.92,285.83
J001808,2026-02-10,Shuttle,Z006,V0238,D0034,C01573,62,65,3,0,Late,39.02,21.7
J001809,2026-02-10,WarehouseDispatch,Z034,V0019,D0016,C00885,35,41,6,0,Completed,268.67,247.23
J001810,2026-02-10,CharterRoute,Z005,V0257,D0128,C00916,33,35,2,0,Completed,51.77,56.46
J001811,2026-02-10,WarehouseDispatch,Z002,V0184,D0238,C00839,79,82,3,0,Completed,48.12,33.95
J001812,2026-02-10,Shuttle,Z029,V0011,D0194,C01758,68,68,0,0,Completed,91.55,101.16
J001813,2026-02-10,Shuttle,Z013,V0345,D0141,C00577,59,59,0,0,Completed,14.83,15.82
J001814,2026-02-10,Shuttle,Z016,V0251,D0238,C00614,39,58,19,0,Completed,51.32,42.5
J001815,2026-02-10,LastMileDelivery,Z002,V0033,D0134,C01587,35,35,0,0,Late,85.16,57.53
J001816,2026-02-10,Shuttle,Z020,V0369,D0016,C02000,32,38,6,0,Completed,73.83,47.16
J001817,2026-02-10,LastMileDelivery,Z007,V0329,D0142,C01057,47,47,0,0,Completed,82.02,68.65
J001818,2026-02-10,Shuttle,Z017,V0035,D0076,C01844,47,48,1,0,Completed,44.04,24.23
J001819,2026-02-10,Shuttle,Z032,V0029,D0200,C00559,51,53,2,0,Completed,47.25,50.35
J001820,2026-02-10,WarehouseDispatch,Z025,V0264,D0197,C01101,88,95,7,0,Completed,52.51,49.61
J001821,2026-02-10,CharterRoute,Z006,V0291,D0242,C01341,78,78,0,0,Completed,44.76,28.32
J001822,2026-02-10,Shuttle,Z013,V0133,D0235,C01903,73,81,8,0,Completed,26.82,23.46
J001823,2026-02-10,CharterRoute,Z002,V0308,D0141,C00560,62,72,10,0,Completed,35.96,40.39
J001824,2026-02-10,LastMileDelivery,Z033,V0056,D0144,C01100,69,72,3,0,Late,52.08,28.78
J001825,2026-02-10,CharterRoute,Z006,V0390,D0196,C00973,40,42,2,0,Completed,46.4,36.77
J001826,2026-02-10,CharterRoute,Z019,V0241,D0094,C00850,64,66,2,0,Completed,31.34,28.99
J001827,2026-02-10,Shuttle,Z015,V0283,D0124,C01820,37,48,11,0,Completed,86.6,56.49
J001828,2026-02-10,CharterRoute,Z009,V0359,D0049,C01343,66,66,0,0,Completed,66.64,72.92
J001829,2026-02-10,Shuttle,Z002,V0008,D0244,C00190,43,47,4,0,Completed,49.68,44.29
J001830,2026-02-10,LastMileDelivery,Z012,V0137,D0168,C00461,25,28,3,0,Completed,72.08,80.5
J001831,2026-02-10,Shuttle,Z036,V0152,D0224,C00752,62,70,8,0,Completed,74.77,83.85
J001832,2026-02-10,CharterRoute,Z017,V0155,D0038,C01688,56,59,3,0,Completed,47.34,45.17
J001833,2026-02-10,WarehouseDispatch,Z024,V0190,D0020,C01048,42,44,2,1,Completed,82.53,60.04
J001834,2026-02-10,LastMileDelivery,Z010,V0394,D0043,C01520,65,68,3,0,Completed,61.0,42.98
J001835,2026-02-10,Shuttle,Z010,V0047,D0072,C01429,67,73,6,0,Completed,79.08,78.27
J001836,2026-02-10,CharterRoute,Z004,V0298,D0007,C01798,48,54,6,0,Completed,75.02,62.78
J001837,2026-02-10,LastMileDelivery,Z019,V0193,D0064,C01519,53,53,0,0,Completed,51.38,36.97
J001838,2026-02-10,LastMileDelivery,Z001,V0288,D0168,C00999,82,83,1,0,Completed,18.47,12.38
J001839,2026-02-10,LastMileDelivery,Z033,V0124,D0073,C01418,76,82,6,1,Late,83.04,66.83
J001840,2026-02-10,Shuttle,Z010,V0049,D0017,C01503,80,88,8,0,Late,37.23,21.3
J001841,2026-02-10,WarehouseDispatch,Z021,V0276,D0074,C00085,47,50,3,0,Completed,272.78,286.27
J001842,2026-02-10,LastMileDelivery,Z009,V0063,D0245,C00320,26,29,3,0,Late,94.42,64.93
J001843,2026-02-10,WarehouseDispatch,Z016,V0287,D0071,C01028,54,65,11,0,Completed,134.09,146.31
J001844,2026-02-10,Shuttle,Z004,V0127,D0055,C01657,55,55,0,0,Completed,23.25,25.93
J001845,2026-02-10,CharterRoute,Z035,V0120,D0183,C00988,24,28,4,0,Late,33.61,35.31
J001846,2026-02-10,CharterRoute,Z036,V0185,D0111,C00891,53,67,14,0,Failed,35.57,40.65
J001847,2026-02-10,CharterRoute,Z029,V0110,D0245,C00537,24,27,3,0,Completed,36.63,39.16
J001848,2026-02-10,LastMileDelivery,Z020,V0008,D0190,C00109,63,67,4,0,Completed,24.59,23.66
J001849,2026-02-10,WarehouseDispatch,Z021,V0058,D0239,C01880,77,78,1,0,Completed,279.49,277.65
J001850,2026-02-10,Shuttle,Z006,V0028,D0234,C00800,43,43,0,0,Completed,52.34,50.03
J001851,2026-02-10,WarehouseDispatch,Z028,V0336,D0179,C01669,37,37,0,0,Completed,242.94,181.36
J001852,2026-02-10,LastMileDelivery,Z009,V0016,D0020,C01916,56,56,0,0,Completed,27.16,26.12
J001853,2026-02-10,Shuttle,Z036,V0205,D0228,C01573,49,56,7,0,Completed,66.37,59.69
J001854,2026-02-10,WarehouseDispatch,Z030,V0198,D0168,C01883,31,35,4,0,Completed,151.47,133.99
J001855,2026-02-10,WarehouseDispatch,Z015,V0257,D0248,C00628,28,32,4,0,Late,137.0,116.66
J001856,2026-02-10,CharterRoute,Z019,V0048,D0172,C01280,54,58,4,0,Completed,58.61,55.49
J001857,2026-02-10,WarehouseDispatch,Z011,V0024,D0248,C01174,28,28,0,0,Late,47.13,30.86
J001858,2026-02-10,WarehouseDispatch,Z026,V0266,D0081,C00213,30,30,0,0,Completed,88.94,94.04
J001859,2026-02-10,LastMileDelivery,Z009,V0312,D0049,C01905,80,85,5,0,Completed,38.05,34.2
J001860,2026-02-10,Shuttle,Z025,V0228,D0080,C01325,41,46,5,0,Completed,79.46,58.62
J001861,2026-02-10,CharterRoute,Z011,V0180,D0246,C01244,25,34,9,0,Completed,28.9,29.14
J001862,2026-02-10,LastMileDelivery,Z036,V0354,D0009,C01039,42,48,6,0,Completed,78.15,57.47
J001863,2026-02-10,WarehouseDispatch,Z027,V0245,D0038,C01098,65,66,1,0,Completed,231.46,132.45
J001864,2026-02-10,Shuttle,Z013,V0224,D0193,C00850,84,89,5,0,Completed,83.99,73.79
J001865,2026-02-10,CharterRoute,Z024,V0105,D0042,C00292,20,25,5,0,Completed,74.87,67.26
J001866,2026-02-10,CharterRoute,Z014,V0206,D0145,C01855,37,37,0,0,Completed,26.53,22.56
J001867,2026-02-10,Shuttle,Z008,V0050,D0158,C00043,28,40,12,0,Completed,68.61,59.84
J001868,2026-02-10,WarehouseDispatch,Z022,V0116,D0157,C00183,69,69,0,0,Completed,52.17,36.69
J001869,2026-02-10,Shuttle,Z017,V0372,D0052,C01376,71,74,3,0,Completed,45.36,37.01
J001870,2026-02-10,CharterRoute,Z010,V0247,D0183,C00455,67,68,1,0,Late,40.59,31.87
J001871,2026-02-10,WarehouseDispatch,Z031,V0030,D0242,C00270,59,59,0,0,Completed,224.94,155.46
J001872,2026-02-10,WarehouseDispatch,Z004,V0386,D0062,C01022,33,34,1,0,Completed,151.75,143.51
J001873,2026-02-10,WarehouseDispatch,Z007,V0383,D0007,C01122,28,30,2,1,Late,221.42,170.23
J001874,2026-02-10,Shuttle,Z021,V0281,D0153,C00228,83,83,0,0,Completed,51.4,36.49
J001875,2026-02-10,Shuttle,Z013,V0329,D0090,C00666,64,64,0,0,Completed,33.49,31.65
J001876,2026-02-10,WarehouseDispatch,Z025,V0381,D0191,C00276,21,25,4,0,Completed,221.57,187.34
J001877,2026-02-10,LastMileDelivery,Z008,V0054,D0247,C01324,54,54,0,0,Completed,74.56,55.84
J001878,2026-02-10,CharterRoute,Z005,V0064,D0049,C00124,20,24,4,0,Completed,86.25,73.26
J001879,2026-02-10,WarehouseDispatch,Z014,V0328,D0127,C00982,50,54,4,0,Completed,102.55,63.99
J001880,2026-02-10,Shuttle,Z001,V0172,D0215,C01037,74,74,0,0,Completed,19.09,12.32
J001881,2026-02-10,Shuttle,Z008,V0043,D0004,C01097,82,82,0,0,Completed,27.31,27.68
J001882,2026-02-10,CharterRoute,Z013,V0129,D0131,C00359,80,81,1,0,Late,15.28,15.25
J001883,2026-02-10,CharterRoute,Z032,V0118,D0223,C01521,71,71,0,0,Completed,46.36,47.34
J001884,2026-02-10,LastMileDelivery,Z005,V0173,D0186,C01171,61,66,5,1,Completed,23.37,14.17
J001885,2026-02-10,Shuttle,Z003,V0027,D0108,C00365,84,85,1,0,Completed,81.49,75.6
J001886,2026-02-10,LastMileDelivery,Z011,V0216,D0049,C00068,88,104,16,0,Late,54.54,32.1
J001887,2026-02-10,CharterRoute,Z036,V0285,D0239,C01421,68,72,4,0,Completed,83.22,65.23
J001888,2026-02-11,Shuttle,Z012,V0196,D0163,C01197,35,35,0,0,Completed,27.64,25.72
J001889,2026-02-11,CharterRoute,Z035,V0374,D0239,C01605,89,90,1,0,Completed,42.4,34.63
J001890,2026-02-11,Shuttle,Z035,V0384,D0203,C00812,83,87,4,0,Completed,79.41,87.77
J001891,2026-02-11,LastMileDelivery,Z014,V0098,D0008,C01046,34,34,0,0,Completed,78.65,55.0
J001892,2026-02-11,WarehouseDispatch,Z036,V0066,D0040,C01607,56,66,10,0,Completed,104.69,83.71
J001893,2026-02-11,LastMileDelivery,Z032,V0346,D0162,C00484,65,71,6,0,Late,10.6,5.95
J001894,2026-02-11,CharterRoute,Z031,V0233,D0001,C00778,75,82,7,0,Completed,38.98,40.62
J001895,2026-02-11,CharterRoute,Z028,V0092,D0069,C01908,52,57,5,0,Completed,25.19,15.05
J001896,2026-02-11,WarehouseDispatch,Z036,V0184,D0176,C00920,73,82,9,0,Completed,63.64,70.26
J001897,2026-02-11,WarehouseDispatch,Z004,V0021,D0204,C00805,82,82,0,0,Completed,277.45,160.46
