session_id,date,hub_id,vehicle_id,duration_minutes,kwh_delivered,platform_logged,asset_monitor_flag,cost_gbp
CH000903,2026-02-04,H018C,V0047,139,57.45,1,1,19.53
CH000904,2026-02-04,H014C,V0102,17,47.87,1,1,16.28
CH000905,2026-02-04,H016C,V0149,15,26.19,1,1,8.9
CH000906,2026-02-04,H006C,V0047,72,4.42,1,1,1.5
CH000907,2026-02-04,H028C,V0121,217,38.71,1,1,13.16
CH000908,2026-02-04,H012C,V0069,114,32.7,1,1,11.12
CH000909,2026-02-04,H003C,V0047,19,0.15,1,0,0.05
CH000910,2026-02-04,H014C,V0224,34,24.05,1,1,8.18
CH000911,2026-02-04,H033C,V0229,91,47.45,1,1,16.13
CH000912,2026-02-04,H012C,V0142,62,33.72,1,1,11.46
CH000913,2026-02-04,H014C,V0079,105,44.63,1,1,15.17
CH000914,2026-02-04,H006C,V0320,211,27.84,1,1,9.47
CH000915,2026-02-04,H028C,V0306,222,8.04,1,1,2.73
CH000916,2026-02-04,H013C,V0280,43,7.43,1,1,2.53
CH000917,2026-02-04,H035C,V0036,92,10.26,1,1,3.49
CH000918,2026-02-04,H033C,V0155,150,13.12,1,1,4.46
CH000919,2026-02-04,H026C,V0057,43,18.68,1,1,6.35
CH000920,2026-02-04,H035C,V0323,127,50.62,1,1,17.21
CH000921,2026-02-04,H032C,V0166,199,18.69,1,1,6.35
CH000922,2026-02-04,H014C,V0172,163,13.37,1,1,4.55
CH000923,2026-02-04,H003C,V0097,42,57.36,1,1,19.5
CH000924,2026-02-04,H028C,V0235,190,13.15,1,1,4.47
CH000925,2026-02-04,H033C,V0274,152,57.47,1,1,19.54
CH000926,2026-02-04,H033C,V0042,108,42.8,1,1,14.55
CH000927,2026-02-05,H032C,V0390,121,46.17,1,1,15.7
CH000928,2026-02-05,H034C,V0196,177,51.33,1,1,17.45
CH000929,2026-02-05,H014C,V0302,150,4.35,1,1,1.48
CH000930,2026-02-05,H020C,V0250,226,34.49,1,1,11.73
CH000931,2026-02-05,H003C,V0192,117,0.66,1,0,0.22
CH000932,2026-02-05,H035C,V0209,163,58.63,1,1,19.93
CH000933,2026-02-05,H030C,V0290,239,18.22,1,1,6.19
CH000934,2026-02-05,H017C,V0264,99,9.76,1,1,3.32
CH000935,2026-02-05,H024C,V0175,42,56.67,1,1,19.27
CH000936,2026-02-05,H024C,V0083,120,24.58,1,1,8.36
CH000937,2026-02-05,H006C,V0018,119,0.84,1,0,0.29
CH000938,2026-02-05,H003C,V0138,97,11.49,1,1,3.91
CH000939,2026-02-05,H011C,V0038,102,53.73,1,1,18.27
CH000940,2026-02-05,H016C,V0285,91,57.7,1,1,19.62
CH000941,2026-02-05,H034C,V0047,44,30.02,1,1,10.21
CH000942,2026-02-05,H006C,V0194,134,10.35,1,1,3.52
CH000943,2026-02-05,H003C,V0187,92,27.83,1,1,9.46
CH000944,2026-02-05,H010C,V0179,217,33.57,1,1,11.41
CH000945,2026-02-05,H014C,V0108,144,14.2,1,1,4.83
CH000946,2026-02-05,H028C,V0143,81,0.23,1,0,0.08
CH000947,2026-02-05,H003C,V0331,87,1.83,1,0,0.62
CH000948,2026-02-05,H032C,V0275,230,5.61,1,1,1.91
CH000949,2026-02-05,H028C,V0346,224,53.1,1,1,18.05
CH000950,2026-02-05,H031C,V0124,206,57.24,1,1,19.46
CH000951,2026-02-05,H010C,V0082,88,38.89,1,1,13.22
CH000952,2026-02-05,H013C,V0188,226,1.19,1,0,0.4
CH000953,2026-02-05,H003C,V0221,217,57.93,1,1,19.7
CH000954,2026-02-05,H019C,V0038,206,40.56,1,1,13.79
CH000955,2026-02-05,H010C,V0366,110,47.17,1,1,16.04
CH000956,2026-02-05,H030C,V0311,229,18.64,1,1,6.34
CH000957,2026-02-05,H008C,V0257,237,23.44,1,1,7.97
CH000958,2026-02-05,H016C,V0332,150,56.78,1,1,19.31
CH000959,2026-02-05,H032C,V0118,117,24.68,1,1,8.39
CH000960,2026-02-05,H019C,V0106,157,32.56,1,1,11.07
CH000961,2026-02-05,H019C,V0173,197,32.97,1,1,11.21
CH000962,2026-02-05,H031C,V0193,156,22.19,1,1,7.54
CH000963,2026-02-05,H011C,V0254,155,21.61,1,1,7.35
CH000964,2026-02-05,H020C,V0134,147,53.54,1,1,18.2
CH000965,2026-02-05,H018C,V0155,185,28.07,1,1,9.54
CH000966,2026-02-05,H010C,V0250,33,44.45,1,1,15.11
CH000967,2026-02-05,H012C,V0187,239,25.12,1,1,8.54
CH000968,2026-02-05,H021C,V0202,134,23.38,1,1,7.95
CH000969,2026-02-05,H008C,V0097,67,49.06,1,1,16.68
CH000970,2026-02-05,H023C,V0184,15,10.95,1,1,3.72
CH000971,2026-02-05,H035C,V0280,169,58.17,1,1,19.78
CH000972,2026-02-05,H010C,V0281,78,1.53,1,0,0.52
CH000973,2026-02-05,H033C,V0203,225,1.69,1,0,0.57
CH000974,2026-02-05,H026C,V0172,45,53.12,1,1,18.06
CH000975,2026-02-05,H011C,V0352,124,25.26,1,1,8.59
CH000976,2026-02-05,H021C,V0098,159,16.69,1,1,5.67
CH000977,2026-02-05,H030C,V0138,84,19.1,1,1,6.49
CH000978,2026-02-05,H020C,V0049,230,12.06,1,1,4.1
CH000979,2026-02-05,H011C,V0306,236,27.79,1,1,9.45
CH000980,2026-02-05,H020C,V0316,149,41.61,1,1,14.15
CH000981,2026-02-05,H020C,V0385,201,13.68,1,1,4.65
CH000982,2026-02-05,H023C,V0227,229,0.22,1,0,0.07
CH000983,2026-02-05,H014C,V0390,93,14.69,1,1,4.99
CH000984,2026-02-05,H003C,V0148,112,1.79,1,0,0.61
CH000985,2026-02-05,H019C,V0200,232,21.95,1,1,7.46
CH000986,2026-02-05,H013C,V0188,158,55.46,1,1,18.86
CH000987,2026-02-05,H010C,V0087,140,42.67,1,1,14.51
CH000988,2026-02-05,H028C,V0352,140,42.25,1,1,14.37
CH000989,2026-02-05,H026C,V0196,192,8.24,1,1,2.8
CH000990,2026-02-05,H035C,V0113,59,22.68,1,1,7.71
CH000991,2026-02-05,H006C,V0076,134,20.17,1,1,6.86
CH000992,2026-02-05,H035C,V0065,77,17.7,1,1,6.02
CH000993,2026-02-05,H013C,V0280,59,55.86,1,1,18.99
CH000994,2026-02-05,H032C,V0387,180,4.77,1,1,1.62
CH000995,2026-02-05,H034C,V0314,172,45.26,1,1,15.39
CH000996,2026-02-05,H017C,V0274,182,26.95,1,1,9.16
CH000997,2026-02-05,H020C,V0031,37,56.23,1,1,19.12
CH000998,2026-02-05,H017C,V0117,50,7.13,1,1,2.42
CH000999,2026-02-05,H020C,V0367,92,51.09,1,1,17.37
CH001000,2026-02-05,H020C,V0081,185,55.75,1,1,18.96
CH001001,2026-02-05,H024C,V0174,95,0.64,1,0,0.22
CH001002,2026-02-05,H013C,V0298,159,31.57,1,1,10.73
CH001003,2026-02-05,H013C,V0001,91,57.43,1,1,19.53
CH001004,2026-02-05,H017C,V0394,15,51.63,1,1,17.55
CH001005,2026-02-05,H033C,V0054,23,17.12,1,1,5.82
CH001006,2026-02-05,H008C,V0335,92,37.33,1,1,12.69
CH001007,2026-02-05,H023C,V0172,233,33.42,1,1,11.36
CH001008,2026-02-05,H010C,V0280,128,44.18,1,1,15.02
CH001009,2026-02-05,H017C,V0079,125,4.02,1,1,1.37
CH001010,2026-02-05,H032C,V0275,119,18.84,1,1,6.41
CH001011,2026-02-05,H010C,V0148,138,49.33,1,1,16.77
CH001012,2026-02-05,H012C,V0116,21,56.4,1,1,19.18
CH001013,2026-02-05,H026C,V0095,186,11.37,1,1,3.87
CH001014,2026-02-05,H010C,V0250,212,8.15,1,1,2.77
CH001015,2026-02-05,H020C,V0222,61,31.14,1,1,10.59
CH001016,2026-02-05,H035C,V0173,144,55.32,1,1,18.81
CH001017,2026-02-05,H013C,V0368,189,53.86,1,1,18.31
CH001018,2026-02-05,H021C,V0107,80,25.51,1,1,8.67
CH001019,2026-02-05,H024C,V0012,201,1.36,1,0,0.46
CH001020,2026-02-05,H016C,V0155,204,41.36,1,1,14.06
CH001021,2026-02-05,H018C,V0149,232,15.67,1,1,5.33
CH001022,2026-02-05,H028C,V0235,49,1.21,1,0,0.41
CH001023,2026-02-05,H020C,V0246,193,0.58,1,0,0.2
CH001024,2026-02-05,H026C,V0379,46,16.54,1,1,5.62
CH001025,2026-02-05,H024C,V0387,140,45.07,1,1,15.32
CH001026,2026-02-05,H003C,V0092,102,1.4,1,0,0.48
CH001027,2026-02-05,H020C,V0230,108,42.96,1,1,14.61
CH001028,2026-02-05,H028C,V0323,145,58.69,1,1,19.95
CH001029,2026-02-05,H014C,V0001,180,43.09,1,1,14.65
CH001030,2026-02-05,H003C,V0111,179,5.74,1,1,1.95
CH001031,2026-02-05,H028C,V0093,222,17.26,1,1,5.87
CH001032,2026-02-05,H024C,V0279,233,33.67,1,1,11.45
CH001033,2026-02-05,H031C,V0384,146,47.95,1,1,16.3
CH001034,2026-02-05,H032C,V0095,211,56.3,1,1,19.14
CH001035,2026-02-05,H020C,V0298,164,32.12,1,1,10.92
CH001036,2026-02-05,H014C,V0281,83,12.57,1,1,4.27
CH001037,2026-02-05,H008C,V0316,57,10.71,1,1,3.64
CH001038,2026-02-05,H019C,V0239,79,15.09,1,1,5.13
CH001039,2026-02-05,H012C,V0310,116,1.84,1,0,0.63
CH001040,2026-02-05,H011C,V0323,156,58.66,1,1,19.94
CH001041,2026-02-05,H034C,V0393,202,52.64,1,1,17.9
CH001042,2026-02-05,H031C,V0055,138,16.29,1,1,5.54
CH001043,2026-02-05,H033C,V0263,90,4.75,1,1,1.62
CH001044,2026-02-05,H012C,V0197,66,10.65,1,1,3.62
CH001045,2026-02-05,H006C,V0153,128,0.69,1,0,0.23
CH001046,2026-02-05,H018C,V0250,131,59.71,1,1,20.3
CH001047,2026-02-05,H014C,V0111,30,48.69,1,1,16.55
CH001048,2026-02-05,H008C,V0019,63,48.44,1,1,16.47
CH001049,2026-02-05,H016C,V0022,175,1.65,1,0,0.56
CH001050,2026-02-05,H020C,V0309,195,30.43,1,1,10.35
CH001051,2026-02-05,H033C,V0067,29,4.32,1,1,1.47
CH001052,2026-02-05,H030C,V0046,37,55.99,1,1,19.04
CH001053,2026-02-05,H008C,V0227,98,29.6,1,1,10.06
CH001054,2026-02-05,H023C,V0077,189,44.17,1,1,15.02
CH001055,2026-02-05,H011C,V0212,197,48.54,1,1,16.5
CH001056,2026-02-05,H012C,V0111,196,1.39,1,0,0.47
CH001057,2026-02-05,H024C,V0057,210,8.42,1,1,2.86
CH001058,2026-02-05,H026C,V0085,207,26.79,1,1,9.11
CH001059,2026-02-05,H003C,V0042,182,50.47,1,1,17.16
CH001060,2026-02-05,H028C,V0055,180,24.42,1,1,8.3
CH001061,2026-02-05,H023C,V0285,63,4.93,1,1,1.68
CH001062,2026-02-05,H030C,V0320,95,45.86,1,1,15.59
CH001063,2026-02-05,H020C,V0267,128,27.22,1,1,9.25
CH001064,2026-02-05,H006C,V0354,83,29.39,1,1,9.99
CH001065,2026-02-05,H024C,V0127,55,39.79,1,1,13.53
CH001066,2026-02-05,H033C,V0184,162,58.21,1,1,19.79
CH001067,2026-02-05,H026C,V0253,232,48.05,1,1,16.34
CH001068,2026-02-05,H035C,V0329,203,40.76,1,1,13.86
CH001069,2026-02-05,H035C,V0216,238,38.92,1,1,13.23
CH001070,2026-02-05,H032C,V0104,139,5.85,1,1,1.99
CH001071,2026-02-05,H030C,V0196,110,11.39,1,1,3.87
CH001072,2026-02-05,H017C,V0242,119,52.92,1,1,17.99
CH001073,2026-02-05,H031C,V0184,93,25.74,1,1,8.75
CH001074,2026-02-05,H031C,V0250,79,1.9,1,0,0.65
CH001075,2026-02-05,H006C,V0122,144,27.93,1,1,9.5
CH001076,2026-02-05,H012C,V0388,98,36.29,1,1,12.34
CH001077,2026-02-05,H011C,V0049,236,22.32,1,1,7.59
CH001078,2026-02-05,H024C,V0057,126,37.27,1,1,12.67
CH001079,2026-02-05,H010C,V0111,155,0.45,1,0,0.15
CH001080,2026-02-05,H028C,V0355,15,24.27,1,1,8.25
CH001081,2026-02-05,H021C,V0329,188,42.57,1,1,14.47
CH001082,2026-02-05,H018C,V0172,103,16.8,1,1,5.71
CH001083,2026-02-05,H019C,V0215,47,30.49,1,1,10.37
CH001084,2026-02-05,H035C,V0046,16,35.26,1,1,11.99
CH001085,2026-02-05,H028C,V0256,213,1.85,1,0,0.63
CH001086,2026-02-05,H028C,V0273,220,25.24,1,1,8.58
CH001087,2026-02-05,H010C,V0390,195,20.15,1,1,6.85
CH001088,2026-02-05,H003C,V0178,40,50.18,1,1,17.06
CH001089,2026-02-05,H008C,V0200,160,8.52,1,1,2.9
CH001090,2026-02-05,H013C,V0259,21,57.53,1,1,19.56
CH001091,2026-02-05,H033C,V0355,176,56.58,1,1,19.24
CH001092,2026-02-05,H034C,V0122,70,6.36,1,1,2.16
CH001093,2026-02-05,H021C,V0357,30,41.26,1,1,14.03
CH001094,2026-02-05,H014C,V0046,146,12.59,1,1,4.28
CH001095,2026-02-05,H021C,V0088,108,16.15,1,1,5.49
CH001096,2026-02-05,H010C,V0077,232,25.42,1,1,8.64
CH001097,2026-02-05,H031C,V0189,216,20.01,1,1,6.8
CH001098,2026-02-05,H019C,V0345,228,1.96,1,0,0.67
CH001099,2026-02-05,H019C,V0184,154,11.87,1,1,4.04
CH001100,2026-02-05,H012C,V0309,199,54.6,1,1,18.56
CH001101,2026-02-05,H021C,V0048,26,32.69,1,1,11.11
CH001102,2026-02-05,H021C,V0248,221,17.38,1,1,5.91
CH001103,2026-02-05,H017C,V0252,89,0.53,1,0,0.18
CH001104,2026-02-05,H021C,V0092,170,40.53,1,1,13.78
CH001105,2026-02-05,H024C,V0382,87,52.37,1,1,17.81
CH001106,2026-02-05,H028C,V0204,44,38.71,1,1,13.16
CH001107,2026-02-05,H008C,V0042,102,37.03,1,1,12.59
CH001108,2026-02-05,H030C,V0346,207,48.29,1,1,16.42
CH001109,2026-02-05,H013C,V0219,134,16.0,1,1,5.44
CH001110,2026-02-05,H034C,V0291,166,50.48,1,1,17.16
CH001111,2026-02-05,H030C,V0264,18,42.06,1,1,14.3
CH001112,2026-02-05,H030C,V0368,120,12.62,1,1,4.29
CH001113,2026-02-05,H030C,V0024,56,34.22,1,1,11.63
CH001114,2026-02-05,H020C,V0221,89,35.89,1,1,12.2
CH001115,2026-02-06,H012C,V0285,44,42.39,1,1,14.41
CH001116,2026-02-06,H006C,V0055,236,28.66,1,1,9.74
CH001117,2026-02-06,H013C,V0263,127,21.7,1,1,7.38
CH001118,2026-02-06,H003C,V0202,76,1.22,1,0,0.41
CH001119,2026-02-06,H008C,V0175,31,43.43,1,1,14.77
CH001120,2026-02-06,H024C,V0135,31,9.89,1,1,3.36
CH001121,2026-02-06,H013C,V0331,33,8.84,1,1,3.01
CH001122,2026-02-06,H033C,V0285,236,45.39,1,1,15.43
CH001123,2026-02-06,H012C,V0055,115,55.37,1,1,18.83
CH001124,2026-02-06,H020C,V0093,140,43.72,1,1,14.86
CH001125,2026-02-06,H034C,V0085,135,41.43,1,1,14.09
CH001126,2026-02-06,H021C,V0384,74,6.38,1,1,2.17
CH001127,2026-02-06,H010C,V0334,208,22.77,1,1,7.74
CH001128,2026-02-06,H014C,V0036,143,18.79,1,1,6.39
CH001129,2026-02-06,H024C,V0254,228,32.64,1,1,11.1
CH001130,2026-02-06,H026C,V0126,111,20.58,1,1,7.0
CH001131,2026-02-06,H016C,V0242,86,15.95,1,1,5.42
CH001132,2026-02-06,H006C,V0313,15,58.51,1,1,19.89
CH001133,2026-02-06,H006C,V0121,45,0.75,1,0,0.26
CH001134,2026-02-06,H034C,V0251,54,9.08,1,1,3.09
CH001135,2026-02-06,H006C,V0102,15,34.21,1,1,11.63
CH001136,2026-02-06,H024C,V0276,207,28.21,1,1,9.59
CH001137,2026-02-06,H012C,V0250,80,36.65,1,1,12.46
CH001138,2026-02-06,H019C,V0310,117,15.91,1,1,5.41
CH001139,2026-02-06,H017C,V0148,172,20.35,1,1,6.92
CH001140,2026-02-06,H026C,V0322,235,15.65,1,1,5.32
CH001141,2026-02-06,H018C,V0203,34,55.6,1,1,18.9
CH001142,2026-02-06,H014C,V0133,196,1.03,1,0,0.35
CH001143,2026-02-06,H034C,V0173,155,38.85,1,1,13.21
CH001144,2026-02-06,H014C,V0279,119,24.74,1,1,8.41
CH001145,2026-02-06,H031C,V0383,118,42.52,1,1,14.46
CH001146,2026-02-06,H030C,V0229,145,33.89,1,1,11.52
CH001147,2026-02-06,H010C,V0070,151,54.02,1,1,18.37
CH001148,2026-02-06,H024C,V0354,157,16.5,1,1,5.61
CH001149,2026-02-06,H016C,V0299,105,1.36,1,0,0.46
CH001150,2026-02-06,H013C,V0251,214,1.67,1,0,0.57
CH001151,2026-02-06,H032C,V0070,15,51.62,1,1,17.55
CH001152,2026-02-06,H011C,V0382,55,47.52,1,1,16.16
CH001153,2026-02-06,H018C,V0322,24,16.73,1,1,5.69
CH001154,2026-02-06,H018C,V0049,32,30.79,1,1,10.47
CH001155,2026-02-06,H023C,V0337,91,52.47,1,1,17.84
CH001156,2026-02-06,H016C,V0031,230,4.24,1,1,1.44
CH001157,2026-02-06,H031C,V0288,150,38.5,1,1,13.09
CH001158,2026-02-06,H035C,V0083,111,49.22,1,1,16.73
CH001159,2026-02-06,H018C,V0232,198,1.7,1,0,0.58
CH001160,2026-02-06,H008C,V0259,148,1.99,1,0,0.68
CH001161,2026-02-06,H035C,V0351,212,59.45,1,1,20.21
CH001162,2026-02-06,H016C,V0345,167,0.61,1,0,0.21
CH001163,2026-02-06,H024C,V0360,21,13.55,1,1,4.61
CH001164,2026-02-06,H021C,V0370,30,20.45,1,1,6.95
CH001165,2026-02-06,H012C,V0379,196,58.87,1,1,20.02
CH001166,2026-02-06,H010C,V0340,197,44.39,1,1,15.09
CH001167,2026-02-06,H034C,V0082,68,51.25,1,1,17.43
CH001168,2026-02-06,H034C,V0084,103,23.46,1,1,7.98
CH001169,2026-02-06,H020C,V0337,231,25.86,1,1,8.79
CH001170,2026-02-06,H006C,V0057,119,49.11,1,1,16.7
CH001171,2026-02-06,H034C,V0226,161,55.78,1,1,18.97
CH001172,2026-02-06,H020C,V0096,162,21.79,1,1,7.41
CH001173,2026-02-06,H030C,V0250,82,4.7,1,1,1.6
CH001174,2026-02-06,H016C,V0140,50,48.59,1,1,16.52
CH001175,2026-02-06,H016C,V0047,205,18.95,1,1,6.44
CH001176,2026-02-06,H013C,V0297,158,0.85,1,0,0.29
CH001177,2026-02-06,H028C,V0104,214,44.1,1,1,14.99
CH001178,2026-02-06,H018C,V0096,32,46.07,1,1,15.66
CH001179,2026-02-06,H010C,V0122,222,19.5,1,1,6.63
CH001180,2026-02-06,H020C,V0092,143,13.05,1,1,4.44
CH001181,2026-02-06,H006C,V0251,214,0.43,1,0,0.15
CH001182,2026-02-06,H014C,V0003,91,17.5,1,1,5.95
CH001183,2026-02-06,H024C,V0250,239,36.42,1,1,12.38
CH001184,2026-02-06,H020C,V0216,82,49.23,1,1,16.74
CH001185,2026-02-06,H033C,V0302,46,7.88,1,1,2.68
CH001186,2026-02-06,H018C,V0322,37,17.24,1,1,5.86
CH001187,2026-02-06,H031C,V0019,239,24.47,1,1,8.32
CH001188,2026-02-06,H032C,V0245,127,32.96,1,1,11.21
CH001189,2026-02-06,H021C,V0285,183,50.39,1,1,17.13
CH001190,2026-02-06,H033C,V0120,177,15.82,1,1,5.38
CH001191,2026-02-06,H019C,V0366,164,41.95,1,1,14.26
CH001192,2026-02-06,H030C,V0224,71,20.6,1,1,7.0
CH001193,2026-02-06,H023C,V0063,195,34.28,1,1,11.66
CH001194,2026-02-06,H032C,V0111,189,10.41,1,1,3.54
CH001195,2026-02-06,H035C,V0015,213,21.76,1,1,7.4
CH001196,2026-02-06,H028C,V0310,132,25.55,1,1,8.69
CH001197,2026-02-06,H031C,V0251,145,31.32,1,1,10.65
CH001198,2026-02-06,H012C,V0288,26,33.83,1,1,11.5
CH001199,2026-02-06,H010C,V0188,42,17.88,1,1,6.08
CH001200,2026-02-06,H024C,V0261,112,51.09,1,1,17.37
CH001201,2026-02-06,H013C,V0126,209,57.56,1,1,19.57
CH001202,2026-02-06,H032C,V0393,233,50.1,1,1,17.03
CH001203,2026-02-06,H008C,V0173,139,48.42,1,1,16.46
CH001204,2026-02-06,H020C,V0209,56,23.73,1,1,8.07
CH001205,2026-02-06,H008C,V0031,47,54.54,1,1,18.54
CH001206,2026-02-06,H013C,V0092,118,25.28,1,1,8.6
CH001207,2026-02-06,H031C,V0193,95,57.18,1,1,19.44
CH001208,2026-02-06,H013C,V0389,185,50.79,1,1,17.27
CH001209,2026-02-06,H021C,V0185,58,17.18,1,1,5.84
CH001210,2026-02-06,H003C,V0196,178,12.68,1,1,4.31
CH001211,2026-02-06,H034C,V0063,186,5.1,1,1,1.73
CH001212,2026-02-06,H010C,V0196,125,20.16,1,1,6.85
CH001213,2026-02-06,H033C,V0094,178,32.93,1,1,11.2
CH001214,2026-02-06,H034C,V0116,126,11.79,1,1,4.01
CH001215,2026-02-06,H003C,V0290,197,52.46,1,1,17.84
CH001216,2026-02-06,H012C,V0120,53,8.02,1,1,2.73
CH001217,2026-02-06,H011C,V0267,170,14.88,1,1,5.06
CH001218,2026-02-06,H012C,V0264,184,12.47,1,1,4.24
CH001219,2026-02-06,H012C,V0302,75,32.74,1,1,11.13
CH001220,2026-02-06,H016C,V0046,221,48.82,1,1,16.6
CH001221,2026-02-06,H034C,V0254,147,56.44,1,1,19.19
CH001222,2026-02-06,H026C,V0366,187,0.83,1,0,0.28
CH001223,2026-02-06,H035C,V0095,155,14.0,1,1,4.76
CH001224,2026-02-06,H006C,V0166,216,7.52,1,1,2.56
CH001225,2026-02-06,H033C,V0382,38,18.62,1,1,6.33
CH001226,2026-02-06,H014C,V0083,125,5.97,1,1,2.03
CH001227,2026-02-06,H035C,V0097,198,39.29,1,1,13.36
CH001228,2026-02-06,H021C,V0122,97,57.65,1,1,19.6
CH001229,2026-02-06,H017C,V0373,97,37.37,1,1,12.71
CH001230,2026-02-06,H003C,V0046,75,14.55,1,1,4.95
CH001231,2026-02-06,H028C,V0047,159,8.26,1,1,2.81
CH001232,2026-02-06,H032C,V0329,74,47.78,1,1,16.25
CH001233,2026-02-06,H017C,V0115,146,4.2,1,1,1.43
CH001234,2026-02-06,H016C,V0077,118,0.85,1,0,0.29
CH001235,2026-02-06,H017C,V0314,224,31.34,1,1,10.66
CH001236,2026-02-06,H028C,V0362,67,55.09,1,1,18.73
CH001237,2026-02-06,H016C,V0070,205,45.52,1,1,15.48
CH001238,2026-02-06,H033C,V0275,171,34.68,1,1,11.79
CH001239,2026-02-06,H003C,V0072,44,12.77,1,1,4.34
CH001240,2026-02-06,H034C,V0111,135,17.7,1,1,6.02
CH001241,2026-02-06,H014C,V0335,179,34.22,1,1,11.63
CH001242,2026-02-06,H019C,V0002,50,57.53,1,1,19.56
CH001243,2026-02-06,H034C,V0250,110,30.07,1,1,10.22
CH001244,2026-02-06,H017C,V0180,82,5.72,1,1,1.94
CH001245,2026-02-06,H021C,V0135,59,1.7,1,0,0.58
CH001246,2026-02-06,H034C,V0369,155,33.26,1,1,11.31
CH001247,2026-02-06,H008C,V0056,114,44.0,1,1,14.96
CH001248,2026-02-06,H033C,V0302,136,28.25,1,1,9.61
CH001249,2026-02-06,H026C,V0175,59,40.35,1,1,13.72
CH001250,2026-02-06,H033C,V0030,165,1.42,1,0,0.48
CH001251,2026-02-06,H018C,V0172,37,16.52,1,1,5.62
CH001252,2026-02-06,H016C,V0003,80,5.32,1,1,1.81
CH001253,2026-02-06,H031C,V0334,234,17.16,1,1,5.83
CH001254,2026-02-06,H030C,V0112,224,33.37,1,1,11.35
CH001255,2026-02-06,H010C,V0121,183,28.51,1,1,9.69
CH001256,2026-02-06,H024C,V0135,101,4.89,1,1,1.66
CH001257,2026-02-06,H013C,V0256,128,7.71,1,1,2.62
CH001258,2026-02-06,H028C,V0256,210,10.17,1,1,3.46
CH001259,2026-02-06,H034C,V0030,217,37.84,1,1,12.87
CH001260,2026-02-06,H013C,V0192,109,9.97,1,1,3.39
CH001261,2026-02-06,H006C,V0123,41,29.68,1,1,10.09
CH001262,2026-02-06,H017C,V0344,60,44.58,1,1,15.16
CH001263,2026-02-06,H032C,V0063,47,56.17,1,1,19.1
CH001264,2026-02-06,H017C,V0346,148,59.99,1,1,20.4
CH001265,2026-02-06,H018C,V0045,24,10.32,1,1,3.51
CH001266,2026-02-06,H033C,V0261,136,22.2,1,1,7.55
CH001267,2026-02-06,H031C,V0028,21,47.4,1,1,16.12
CH001268,2026-02-06,H026C,V0381,174,57.31,1,1,19.49
CH001269,2026-02-06,H012C,V0153,215,33.94,1,1,11.54
CH001270,2026-02-06,H008C,V0274,40,9.03,1,1,3.07
CH001271,2026-02-06,H008C,V0012,184,1.62,1,0,0.55
CH001272,2026-02-06,H032C,V0088,56,38.4,1,1,13.06
CH001273,2026-02-06,H018C,V0153,104,27.73,1,1,9.43
CH001274,2026-02-06,H018C,V0254,49,41.84,1,1,14.23
CH001275,2026-02-06,H016C,V0082,190,57.53,1,1,19.56
CH001276,2026-02-06,H035C,V0239,178,14.94,1,1,5.08
CH001277,2026-02-06,H030C,V0079,101,23.28,1,1,7.92
CH001278,2026-02-06,H006C,V0261,180,55.01,1,1,18.7
CH001279,2026-02-06,H012C,V0098,107,37.24,1,1,12.66
CH001280,2026-02-06,H024C,V0150,184,28.94,1,1,9.84
CH001281,2026-02-06,H034C,V0150,172,13.58,1,1,4.62
CH001282,2026-02-06,H021C,V0244,224,34.34,1,1,11.68
CH001283,2026-02-06,H033C,V0389,136,12.3,1,1,4.18
CH001284,2026-02-06,H021C,V0250,146,21.37,1,1,7.27
CH001285,2026-02-06,H012C,V0322,225,20.12,1,1,6.84
CH001286,2026-02-06,H012C,V0236,160,44.17,1,1,15.02
CH001287,2026-02-06,H019C,V0096,236,0.62,1,0,0.21
CH001288,2026-02-06,H014C,V0224,84,20.72,1,1,7.04
CH001289,2026-02-06,H020C,V0045,158,0.79,1,0,0.27
CH001290,2026-02-06,H030C,V0104,169,22.73,1,1,7.73
CH001291,2026-02-06,H008C,V0345,140,53.74,1,1,18.27
CH001292,2026-02-06,H008C,V0258,27,35.79,1,1,12.17
CH001293,2026-02-06,H028C,V0324,100,12.86,1,1,4.37
CH001294,2026-02-06,H013C,V0252,165,19.65,1,1,6.68
CH001295,2026-02-06,H033C,V0007,45,5.99,1,1,2.04
CH001296,2026-02-06,H031C,V0331,143,47.03,1,1,15.99
CH001297,2026-02-06,H014C,V0324,116,7.74,1,1,2.63
CH001298,2026-02-06,H017C,V0058,206,5.13,1,1,1.74
CH001299,2026-02-06,H016C,V0269,202,49.65,1,1,16.88
CH001300,2026-02-06,H032C,V0356,96,45.07,1,1,15.32
CH001301,2026-02-06,H011C,V0116,141,17.4,1,1,5.92
CH001302,2026-02-06,H003C,V0149,59,42.1,1,1,14.31
CH001303,2026-02-06,H021C,V0276,220,14.04,1,1,4.77
CH001304,2026-02-06,H012C,V0212,87,49.18,1,1,16.72
CH001305,2026-02-06,H035C,V0084,67,53.7,1,1,18.26
CH001306,2026-02-06,H016C,V0165,204,10.42,1,1,3.54
CH001307,2026-02-06,H013C,V0088,72,28.73,1,1,9.77
CH001308,2026-02-06,H017C,V0276,174,12.52,1,1,4.26
CH001309,2026-02-06,H026C,V0224,71,1.39,1,0,0.47
CH001310,2026-02-06,H031C,V0095,128,59.21,1,1,20.13
CH001311,2026-02-06,H014C,V0105,190,50.67,1,1,17.23
CH001312,2026-02-06,H013C,V0193,213,9.51,1,1,3.23
